20,15,01,

05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,
05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,
05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,
05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,
05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,
05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,
05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,
05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,
05,05,05,05,05,05,05,08,01,01,01,01,01,01,01,01,01,01,01,01,
05,05,05,05,05,05,07,06,15,15,15,15,15,15,15,15,15,15,15,15,
05,05,05,05,05,05,02,14,10,10,10,10,10,10,10,10,10,10,10,10,
05,05,05,05,05,05,02,14,15,09,03,03,03,03,03,03,03,03,03,03,
05,05,05,05,05,05,02,14,15,04,05,05,05,05,05,05,05,05,05,05,
05,05,05,05,05,05,02,14,15,04,05,05,05,05,05,05,05,05,05,05,
05,05,05,05,05,05,02,14,15,04,05,05,05,05,05,05,05,05,05,05,
